benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,floor_reward_fraction,mean_step_reward_std,mean_same_mask_repeat_std
branin,random,0,4.821750640869141,-5.219637870788574,0.07421466696541756,0.018551813438534737,0.01141661498695612,0.0,0.004658021032810211,0.0,0.164983332157135,1.600999116897583
branin,random,1,4.401375770568848,-4.799263000488281,0.07163712498731911,0.017907947301864624,0.010820426978170872,0.0,0.004589354619383812,0.0,0.06333831697702408,1.3175443410873413
branin,gfn,0,4.821750640869141,-5.219637870788574,0.45014545891899616,0.11253484338521957,0.011387135833501816,0.08646641671657562,0.09873968362808228,0.0,0.311161071062088,1.6395366191864014
branin,gfn,1,4.401375770568848,-4.799263000488281,0.454105541924946,0.11352477222681046,0.011846375651657581,0.08696716278791428,0.0993027314543724,0.0,0.31415095925331116,1.54383385181427
