benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,floor_reward_fraction,mean_step_reward_std,mean_step_improvement_std,mean_same_mask_repeat_std,proxy_actual_gain_corr
ackley10,random,0,20.17603302001953,-20.17603302001953,0.08305725001264364,0.02071853168308735,0.012514541856944561,0.0,0.005352417007088661,0.0,0.23512130975723267,0.003132997080683708,0.0257498137652874,0.9050654552380735
ackley10,random,1,20.333118438720703,-20.333118438720703,0.08471925009507686,0.021137041971087456,0.012925270944833755,0.0,0.005241218954324722,0.0,0.2912355959415436,0.003149386728182435,0.03100517950952053,-0.03605599245044516
ackley10,random,2,20.212932586669922,-20.212932586669922,0.08538775006309152,0.021303530782461166,0.013139062561094761,0.0,0.0052766879089176655,0.0,0.2221694439649582,0.0033557850401848555,0.015330230817198753,-0.7575980653028738
ackley10,random,3,20.052261352539062,-20.052261352539062,0.0842347500147298,0.021015770733356476,0.012902750633656979,0.0,0.0051984163001179695,0.0,0.06333831697702408,0.0011872223112732172,0.04147683456540108,-0.49246394875082944
ackley10,random,4,20.177249908447266,-20.177249908447266,0.0884350830456242,0.022057030349969864,0.013722438365221024,0.0,0.0052397712133824825,0.0,0.15927539765834808,0.005964251235127449,0.024459106847643852,-0.08851454632790164
ackley10,gfn,0,20.17603302001953,-20.17603302001953,0.8280197919812053,0.20695671439170837,0.013566844165325165,0.16903504729270935,0.19056333601474762,0.0,0.23057331144809723,0.012464756146073341,0.03394864499568939,0.8240318939891284
ackley10,gfn,1,20.333118438720703,-20.333118438720703,0.7733617910416797,0.193293035030365,0.01355342660099268,0.15622688829898834,0.1769489347934723,0.0,0.3205762803554535,0.02164057269692421,0.03990290313959122,0.3443085904359514
ackley10,gfn,2,20.212932586669922,-20.212932586669922,0.7578152499627322,0.18940924108028412,0.012941365130245686,0.15320180356502533,0.1737212985754013,0.0,0.30055177211761475,0.022543514147400856,0.018995344638824463,-0.7014599918889912
ackley10,gfn,3,20.052261352539062,-20.052261352539062,0.768302750075236,0.19202826917171478,0.012978686951100826,0.15529951453208923,0.17604081332683563,0.0,0.22637122869491577,0.019174952059984207,0.04878675565123558,-0.9185855074360411
ackley10,gfn,4,20.177249908447266,-20.177249908447266,0.7659853340592235,0.19144795835018158,0.0133010633289814,0.15456253290176392,0.17534159123897552,0.0,0.36050108075141907,0.024404626339673996,0.02950277552008629,0.07916604936125973
