benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,floor_reward_fraction,mean_step_reward_std,mean_step_improvement_std,mean_same_mask_repeat_std,proxy_actual_gain_corr
hartmann6,random,0,2.5189077854156494,0.8034602999687195,0.10084845789242536,0.025165770202875137,0.01634732261300087,0.0,0.00552525045350194,0.0,0.16237975656986237,0.0003225317341275513,0.011169930920004845,0.33484374634663566
hartmann6,random,1,2.9186899662017822,0.40367794036865234,0.0899640420684591,0.022450467571616173,0.014210134744644165,0.0,0.005282895639538765,0.0,0.2596488893032074,0.00308928731828928,0.010977017693221569,0.786111880867837
hartmann6,random,2,2.7483177185058594,0.5740501880645752,0.0876207499532029,0.02185957320034504,0.013573135249316692,0.0,0.005313958507031202,0.0,0.25315171480178833,0.004262303002178669,0.01562526449561119,-0.34518190758365963
hartmann6,random,3,1.6882058382034302,1.634162187576294,0.09417112497612834,0.023499969393014908,0.01499750092625618,0.0,0.005482947453856468,0.0,0.12325166165828705,0.0012648561969399452,0.021917307749390602,-0.6842514775242489
hartmann6,random,4,2.0870416164398193,1.2353264093399048,0.08798566705081612,0.02195715717971325,0.013607905246317387,0.0,0.005472322925925255,0.0,0.15068040788173676,0.0016979139763861895,0.02434445545077324,0.7836457657535918
hartmann6,gfn,0,2.5189077854156494,0.8034602999687195,0.6182452089851722,0.15451498329639435,0.012770667672157288,0.12234238535165787,0.13902123272418976,0.0,0.2417958378791809,0.008496973663568497,0.015160377137362957,-0.271890384205087
hartmann6,gfn,1,2.341586112976074,0.9807817935943604,0.6184696248965338,0.15457448363304138,0.012901322916150093,0.12150099128484726,0.1387646347284317,0.0,0.3373509645462036,0.013258032500743866,0.020133018493652344,0.7674210193482504
hartmann6,gfn,2,2.7483177185058594,0.5740501880645752,0.6144100000383332,0.15355397760868073,0.013006416149437428,0.1212272122502327,0.13772991299629211,0.0,0.3047884702682495,0.014447572641074657,0.015851181000471115,0.6930389935004484
hartmann6,gfn,3,1.6882058382034302,1.634162187576294,0.6220496250316501,0.1554645597934723,0.013544156216084957,0.12169913947582245,0.138967826962471,0.0,0.32524365186691284,0.020914075896143913,0.03821905702352524,-0.23157790594276537
hartmann6,gfn,4,2.0870416164398193,1.2353264093399048,0.7303383329417557,0.18245545029640198,0.02572762593626976,0.133153036236763,0.1516549289226532,0.0,0.236200213432312,0.006587235257029533,0.02259012684226036,-0.350285785715302
