benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,floor_reward_fraction,mean_step_reward_std,mean_step_improvement_std,mean_same_mask_repeat_std,proxy_actual_gain_corr
branin,random,0,0.5403136014938354,-0.9382009506225586,5.51431924989447,0.30630630254745483,0.11686638742685318,0.0,0.17846468091011047,0.0,0.328510582447052,1.9949368238449097,1.101677656173706,-0.5719355890001108
branin,random,1,1.9835938215255737,-2.381481170654297,5.431308666011319,0.30169692635536194,0.11469873040914536,0.0,0.1762094795703888,0.0,0.3376694917678833,2.6489200592041016,1.268592357635498,-0.21592138676044997
branin,random,2,5.192541122436523,-5.590428352355957,5.460476374952123,0.30331701040267944,0.1173350140452385,0.0,0.17529131472110748,0.0,0.18074415624141693,0.8456785678863525,0.7427160143852234,0.16722184451565916
branin,random,3,4.436506748199463,-4.8343939781188965,5.369252749951556,0.2982480823993683,0.11651378124952316,0.0,0.1711018979549408,0.0,0.21559599041938782,0.4457643926143646,1.2147338390350342,0.04530326229837838
branin,random,4,3.2858641147613525,-3.6837515830993652,5.361724416958168,0.29782751202583313,0.11489883065223694,0.0,0.17245039343833923,0.0,0.3303241729736328,1.1868565082550049,1.0450618267059326,-0.31591928997936103
branin,gfn,0,0.32232940196990967,-0.7202167510986328,190.74915004195645,10.597114562988281,0.11688455939292908,10.19357681274414,10.468929290771484,0.0,0.30974864959716797,4.084763526916504,0.7844957113265991,-0.1724215654654227
branin,gfn,1,1.9835938215255737,-2.381481170654297,190.29714795795735,10.572013854980469,0.11877421289682388,10.17096996307373,10.442118644714355,0.0,0.31550800800323486,6.66484260559082,1.4068418741226196,-0.12055483169100452
branin,gfn,2,5.192541122436523,-5.590428352355957,188.46738995902706,10.470359802246094,0.11684029549360275,10.073641777038574,10.342604637145996,0.0,0.3498774766921997,5.932338237762451,0.8981917500495911,0.37912066134971545
branin,gfn,3,4.9067606925964355,-5.304647922515869,190.0262982910499,10.556966781616211,0.11863970756530762,10.15569019317627,10.42727279663086,0.0,0.3456781208515167,5.925839424133301,1.077331781387329,0.3309731906206472
branin,gfn,4,3.2858641147613525,-3.6837515830993652,189.3689889999805,10.520434379577637,0.1175868809223175,10.123295783996582,10.391861915588379,0.0,0.33874431252479553,6.21891975402832,1.2403969764709473,-0.6665477887030051
