benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,floor_reward_fraction,mean_step_reward_std,mean_step_improvement_std,mean_same_mask_repeat_std,proxy_actual_gain_corr
branin,random,0,2.0883700847625732,-2.486257553100586,0.9038964579813182,0.22592739760875702,0.2187785804271698,0.0,0.004730104003101587,0.0,0.2372003197669983,0.32449936866760254,1.6786603927612305,-0.2328156520443887
branin,random,1,0.24590860307216644,-0.6437959671020508,0.07875383307691664,0.019644927233457565,0.011887666769325733,0.0,0.004990499932318926,0.0,0.0,2.6645352591003757e-15,2.330965995788574,-0.27258218448684496
branin,random,2,5.123093605041504,-5.5209808349609375,0.07741770893335342,0.019310396164655685,0.011889134533703327,0.0,0.004778093658387661,0.0,0.16769978404045105,0.08512771874666214,1.622313141822815,-0.47602158566301106
branin,random,3,2.2768452167510986,-2.6747326850891113,0.08439395797904581,0.021056655794382095,0.013104738667607307,0.0,0.005120270885527134,0.0,0.20786651968955994,0.17996034026145935,1.767046570777893,-0.010288055331690455
branin,random,4,0.14887605607509613,-0.5467634201049805,0.07670183305162936,0.019134167581796646,0.011803562752902508,0.0,0.004684979561716318,0.0,0.3250994086265564,0.39267268776893616,0.5218256115913391,-0.6451830710101745
branin,gfn,0,1.7487396001815796,-2.1466269493103027,0.39675624994561076,0.09914186596870422,0.011605636216700077,0.07229714095592499,0.08500467240810394,0.0,0.2995702028274536,0.47869008779525757,1.6295274496078491,-0.4915273917789462
branin,gfn,1,0.24590860307216644,-0.6437959671020508,0.397822416969575,0.09940683841705322,0.011492718942463398,0.07282641530036926,0.08536360412836075,0.0,0.2470306158065796,2.6060431003570557,1.4834251403808594,0.933581256159361
branin,gfn,2,5.123093605041504,-5.5209808349609375,0.4024362500058487,0.10056519508361816,0.012030469253659248,0.0730874240398407,0.08596909046173096,0.0,0.29812610149383545,3.5951180458068848,1.31513249874115,-0.7975673763835941
branin,gfn,3,2.2768452167510986,-2.6747326850891113,0.4006655829725787,0.10012254118919373,0.011883603408932686,0.0728401392698288,0.0856085866689682,0.0,0.27651870250701904,2.0066096782684326,1.919694185256958,0.2728702070748167
branin,gfn,4,0.14887605607509613,-0.5467634201049805,0.39928754209540784,0.09977655857801437,0.011337208561599255,0.07296357303857803,0.08586642146110535,0.0,0.3077913820743561,2.463505506515503,0.7187857031822205,-0.5504490884173567
