benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,mean_oracle_eval_time_sec
ackley10,random,0,17.693836212158203,-17.693836212158203,7.979083416983485,0.3324313461780548,0.11807167530059814,0.0,0.21420367062091827,2.022050648520235e-05
ackley10,random,1,16.12059783935547,-16.12059783935547,7.411191708990373,0.30877092480659485,0.0963805690407753,0.0,0.2122684270143509,1.9288088878965937e-05
ackley10,random,2,19.170875549316406,-19.170875549316406,7.438870125100948,0.3099243640899658,0.09730654954910278,0.0,0.21246808767318726,1.925357173604425e-05
ackley10,random,3,18.477497100830078,-18.477497100830078,7.39047758304514,0.30790945887565613,0.09579499810934067,0.0,0.21197982132434845,1.872912071121391e-05
ackley10,random,4,19.30010223388672,-19.30010223388672,7.404746000072919,0.30850356817245483,0.09599301964044571,0.0,0.21237576007843018,1.9199878806830384e-05
ackley10,gfn,0,16.390918731689453,-16.390918731689453,483.7174670409877,20.154863357543945,0.0972265675663948,19.72933006286621,0.3281674385070801,1.9484383301460184e-05
ackley10,gfn,1,18.08157730102539,-18.08157730102539,479.7138135830173,19.98804473876953,0.09283211827278137,19.56528663635254,0.32978764176368713,1.9401084500714205e-05
ackley10,gfn,2,18.43541717529297,-18.43541717529297,489.64090816595126,20.401674270629883,0.09379449486732483,19.969497680664062,0.3382355272769928,1.9696099116117693e-05
ackley10,gfn,3,14.076345443725586,-14.076345443725586,550.3407372500515,22.930831909179688,0.10565774887800217,22.4407958984375,0.3841063976287842,2.1569425371126272e-05
ackley10,gfn,4,16.73916244506836,-16.73916244506836,543.6759368749335,22.653127670288086,0.10578849911689758,22.16986083984375,0.37720122933387756,2.3201335352496244e-05
