benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,floor_reward_fraction,mean_step_reward_std,mean_step_improvement_std,mean_same_mask_repeat_std,proxy_actual_gain_corr
branin,random,0,0.5403136014938354,-0.9382009506225586,5.406079625012353,0.30029672384262085,0.11750321835279465,0.0,0.17205484211444855,0.0,0.28375688195228577,1.9949368238449097,1.101677656173706,-0.5719355890001108
branin,random,1,1.9835938215255737,-2.381481170654297,5.43362604198046,0.3018248975276947,0.11905261874198914,0.0,0.17213162779808044,0.0,0.33500707149505615,2.6489200592041016,1.268592357635498,-0.21592138676044997
branin,random,2,5.192541122436523,-5.590428352355957,5.3814336659852415,0.29892539978027344,0.11601238697767258,0.0,0.17228564620018005,0.0,0.13403402268886566,0.8456785678863525,0.7427160143852234,0.16722184451565916
branin,random,3,4.436506748199463,-4.8343939781188965,5.327492083073594,0.2959323823451996,0.11525930464267731,0.0,0.17044606804847717,0.0,0.1795841008424759,0.4457643926143646,1.2147338390350342,0.04530326229837838
branin,random,4,3.2858641147613525,-3.6837515830993652,5.386128916055895,0.29917895793914795,0.11625444889068604,0.0,0.17241793870925903,0.0,0.23177692294120789,1.1868565082550049,1.0450618267059326,-0.31591928997936103
branin,gfn,0,0.32232940196990967,-0.7202167510986328,184.44071616698056,10.246660232543945,0.11396858096122742,9.857911109924316,10.121747970581055,0.0,0.31697964668273926,4.571658611297607,0.7891215682029724,-0.1724215654654227
branin,gfn,1,1.9835938215255737,-2.381481170654297,187.7508082499262,10.43054485321045,0.11494098603725433,10.035654067993164,10.304431915283203,0.0,0.33374908566474915,6.668437957763672,1.3707833290100098,-0.12055483169100452
branin,gfn,2,5.192541122436523,-5.590428352355957,190.33598629198968,10.574169158935547,0.11492843180894852,10.179068565368652,10.448006629943848,0.0,0.23955880105495453,6.041341304779053,0.8858458995819092,0.37912066134971545
branin,gfn,3,4.9067606925964355,-5.304647922515869,191.42954925005324,10.634927749633789,0.11869638413190842,10.229460716247559,10.504630088806152,0.0,0.21313294768333435,5.939626693725586,1.0770856142044067,0.3309731906206472
branin,gfn,4,3.2858641147613525,-3.6837515830993652,188.78877054189797,10.4882173538208,0.11593534052371979,10.09349536895752,10.36117935180664,0.0,0.26076290011405945,5.815247058868408,1.2237648963928223,-0.6665477887030051
