benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,floor_reward_fraction,mean_step_reward_std,mean_same_mask_repeat_std
ackley10,random,0,19.582576751708984,-19.582576751708984,0.07811479095835239,0.01952679082751274,0.011784843169152737,0.0,0.005013020243495703,0.0,0.16371017694473267,0.02854376845061779
ackley10,random,1,20.386016845703125,-20.386016845703125,0.076139833079651,0.01903349906206131,0.01154191605746746,0.0,0.0048462082631886005,0.0,0.33002036809921265,0.009859420359134674
ackley10,gfn,0,19.582576751708984,-19.582576751708984,0.7883987079840153,0.19709815084934235,0.012743697501718998,0.16146178543567657,0.18173541128635406,0.0,0.22053676843643188,0.028960304334759712
ackley10,gfn,1,20.386016845703125,-20.386016845703125,0.7449950829613954,0.1862470805644989,0.013136666268110275,0.150538831949234,0.17054201662540436,0.0,0.32552021741867065,0.022507648915052414
