benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,floor_reward_fraction,mean_step_reward_std,mean_step_improvement_std,mean_same_mask_repeat_std,proxy_actual_gain_corr
hartmann6,random,0,1.486499309539795,1.8358687162399292,8.434314458048902,0.38333508372306824,0.13169454038143158,0.0,0.2361491620540619,0.0,0.20859451591968536,0.018008895218372345,0.038042474538087845,0.3509446366391771
hartmann6,random,1,0.6004844903945923,2.721883535385132,8.824845417053439,0.4010843336582184,0.1390056014060974,0.0,0.246169313788414,0.0,0.19486671686172485,0.03208688274025917,0.10283178836107254,0.03335668421954621
hartmann6,random,2,1.5132149457931519,1.8091530799865723,8.791760084102862,0.39957714080810547,0.13813704252243042,0.0,0.24548345804214478,0.0,0.2068788856267929,0.022950006648898125,0.04204700142145157,-0.03095404049346013
hartmann6,random,3,1.4515076875686646,1.8708603382110596,9.071105667040683,0.41228237748146057,0.136856809258461,0.0,0.25871291756629944,0.0,0.24719899892807007,0.03201569989323616,0.061147525906562805,-0.5755642214586135
hartmann6,random,4,0.6772187948226929,2.6451492309570312,8.472631208016537,0.38507983088493347,0.12877708673477173,0.0,0.24108991026878357,0.0,0.24010348320007324,0.05243033543229103,0.08945778012275696,-0.47212781325016867
hartmann6,gfn,0,1.7320514917373657,1.5903165340423584,401.7977623330662,18.26348304748535,0.13069914281368256,17.744447708129883,18.117820739746094,0.0,0.26609066128730774,0.0834091454744339,0.06081627681851387,-0.040441554052301265
hartmann6,gfn,1,0.23869119584560394,3.083676815032959,417.48027729196474,18.976322174072266,0.13755930960178375,18.434553146362305,18.822267532348633,0.0,0.3171957731246948,0.17404614388942719,0.11644897609949112,0.10707256872622599
hartmann6,gfn,2,1.4784066677093506,1.8439613580703735,463.5599858749192,21.07084846496582,0.1638818085193634,20.419858932495117,20.88848304748535,0.0,0.3122348487377167,0.09357933700084686,0.06363968551158905,-0.06298873361458518
hartmann6,gfn,3,1.114824891090393,2.207543134689331,461.55046016699634,20.97951316833496,0.1400301158428192,20.423154830932617,20.82276725769043,0.0,0.31785017251968384,0.15003055334091187,0.06551723927259445,-0.3226072993751027
hartmann6,gfn,4,0.2576502561569214,3.0647177696228027,411.64807262504473,18.71122169494629,0.13561591506004333,18.17776107788086,18.559158325195312,0.0,0.32123979926109314,0.28755107522010803,0.13407860696315765,-0.2556492103553776
