benchmark,plain_random_final_regret_mean,plain_random_final_regret_std,matched_random_final_regret_mean,matched_random_final_regret_std,gfn_final_regret_mean,gfn_final_regret_std,matched_random_gain_vs_plain,gfn_gain_vs_plain,matched_random_slowdown_vs_plain,gfn_slowdown_vs_plain
branin,3.0979182720184326,1.536464810371399,2.4757800102233887,1.8688932657241821,3.035543203353882,1.4537174701690674,0.622138261795044,0.06237506866455078,11.382934613285038,367.3510626966009
hartmann6,2.092768430709839,0.8200550675392151,0.7293965220451355,0.5218794941902161,0.8533711433410645,0.4977770447731018,1.3633719086647034,1.2393972873687744,60.74974033146405,2905.151580141251
ackley10,20.304357528686523,0.10862161964178085,19.51189613342285,0.8592157959938049,18.30474281311035,0.6267252564430237,0.7924613952636719,1.9996147155761719,77.70584596784148,7246.069844906883
