benchmark,method,seed,final_regret,final_best_value,total_wall_time_sec,mean_iteration_time_sec,mean_surrogate_train_time_sec,mean_gfn_train_time_sec,mean_proposal_time_sec,floor_reward_fraction,mean_step_reward_std,mean_step_improvement_std,mean_same_mask_repeat_std,proxy_actual_gain_corr
branin,random,0,3.517321825027466,-3.9152092933654785,0.9302217090735212,0.23250330984592438,0.22488638758659363,0.0,0.0048418124206364155,0.0,0.15109354257583618,0.11187690496444702,0.878057062625885,0.40242027793835267
branin,random,1,1.3601998090744019,-1.758087158203125,0.08000945800449699,0.0199492909014225,0.012516582384705544,0.0,0.0047227186150848866,0.0,0.149538055062294,0.013782862573862076,0.8234946727752686,-0.4450895192314049
branin,random,2,0.43597400188446045,-0.8338613510131836,0.08209587505552918,0.020484134554862976,0.013161239214241505,0.0,0.0046901036985218525,0.0,0.0,2.6645352591003757e-15,0.7946812510490417,-0.5840158397654701
branin,random,3,2.300379514694214,-2.6982669830322266,0.08199166599661112,0.020455509424209595,0.012790781445801258,0.0,0.004825707990676165,0.0,0.29789069294929504,0.3386877477169037,0.6838659048080444,-0.8017012319410898
branin,random,4,3.777021646499634,-4.1749091148376465,0.07953920890577137,0.019838489592075348,0.012365510687232018,0.0,0.004855500068515539,0.0,0.05838601291179657,0.19719478487968445,0.8669094443321228,-0.7963046625002547
branin,gfn,0,3.517321825027466,-3.9152092933654785,0.44120949995703995,0.11025750637054443,0.013105438090860844,0.08109739422798157,0.09425755590200424,0.0,0.32866477966308594,0.9432179927825928,0.7539544105529785,0.4829254771844928
branin,gfn,1,1.3601998090744019,-1.758087158203125,0.4186287089250982,0.10461635887622833,0.012552770785987377,0.07599686086177826,0.08923724293708801,0.0,0.2506557106971741,2.8488781452178955,1.2378513813018799,-0.5736613769143349
branin,gfn,2,0.43597400188446045,-0.8338613510131836,0.40634554100688547,0.10154259204864502,0.012115676887333393,0.07387378811836243,0.08657190203666687,0.0,0.0877552255988121,0.6380240321159363,0.7279324531555176,-0.4511732457665643
branin,gfn,3,2.300379514694214,-2.6982669830322266,0.410234458046034,0.10251360386610031,0.01272837445139885,0.07435302436351776,0.0871492400765419,0.0,0.31297191977500916,2.7019357681274414,0.9132749438285828,-0.8805597972556022
branin,gfn,4,4.255537033081055,-4.653424263000488,0.40898033301346004,0.10219915956258774,0.012459811754524708,0.0746169239282608,0.0871741771697998,0.0,0.3395954370498657,2.36206316947937,1.0657832622528076,-0.9797083101092294
