benchmark,method,final_regret_mean,final_regret_std,final_best_mean,final_best_std,total_time_mean_sec,total_time_std_sec,iter_time_mean_sec,surrogate_time_mean_sec,gfn_train_time_mean_sec,proposal_time_mean_sec
branin,random,1.7813304901123046,1.1734103052337104,-2.17921781539917,1.1734102592957547,3.7545192915946246,0.19336268424226077,0.20855929851531982,0.08181168735027314,0.0,0.12665195465087892
branin,gfn,2.1459113121032716,0.79100004904224,-2.543798732757568,0.7910001055802806,128.07025928336662,0.8512990710094201,7.114986991882324,0.07791092842817307,6.8448083877563475,0.19216883480548858
